start,mid1,mid2,end,leg1_symbol,leg1_action,leg1_price,leg1_from,leg1_to,leg2_symbol,leg2_action,leg2_price,leg2_from,leg2_to,leg3_symbol,leg3_action,leg3_price,leg3_from,leg3_to,start_amt,end_amt,fail_reason,leg1_lot_sz,leg2_lot_sz,leg3_lot_sz,leg1_min_sz,leg2_min_sz,leg3_min_sz,leg1_tick_sz,leg2_tick_sz,leg3_tick_sz,leg1_max_mkt_amt,leg2_max_mkt_amt,leg3_max_mkt_amt,leg1_max_mkt_sz,leg2_max_mkt_sz,leg3_max_mkt_sz
USDT,AXS,USD,USDT,AXS-USDT,BUY,ASK,USDT,AXS,AXS-USD,SELL,BID,AXS,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,24.92150000,,0.000001,0.000001,0.0001,0.1,0.1,1,0.001,0.001,0.0001,1000000,1500,370000,1000000,1000000,1000000
USDT,USD,AXS,USDT,USDT-USD,SELL,BID,USDT,USD,AXS-USD,BUY,ASK,USD,AXS,AXS-USDT,SELL,BID,AXS,USDT,25.00000000,24.93281347,,0.0001,0.000001,0.000001,1,0.1,0.1,0.0001,0.001,0.001,370000,1500,1000000,1000000,1000000,1000000
USDT,BABY,USD,USDT,BABY-USDT,BUY,ASK,USDT,BABY,BABY-USD,SELL,BID,BABY,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,24.96190000,,0.1,0.1,0.0001,100,100,1,0.00001,0.00001,0.0001,1000000,1400,370000,1000000,1000000,1000000
USDT,USD,BABY,USDT,USDT-USD,SELL,BID,USDT,USD,BABY-USD,BUY,ASK,USD,BABY,BABY-USDT,SELL,BID,BABY,USDT,25.00000000,24.91458000,,0.0001,0.1,0.1,1,100,100,0.0001,0.00001,0.00001,370000,1400,1000000,1000000,1000000,1000000
USDT,BANANA,USD,USDT,BANANA-USDT,BUY,ASK,USDT,BANANA,BANANA-USD,SELL,BID,BANANA,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,24.93820000,,0.0001,0.0001,0.0001,0.1,0.1,1,0.001,0.001,0.0001,2500,1000,370000,1000000,1000000,1000000
USDT,USD,BANANA,USDT,USDT-USD,SELL,BID,USDT,USD,BANANA-USD,BUY,ASK,USD,BANANA,BANANA-USDT,SELL,BID,BANANA,USDT,25.00000000,24.91277520,,0.0001,0.0001,0.0001,1,0.1,0.1,0.0001,0.001,0.001,370000,1000,2500,1000000,1000000,1000000
USDT,BAND,USD,USDT,BAND-USDT,BUY,ASK,USDT,BAND,BAND-USD,SELL,BID,BAND,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,24.92230000,,0.000001,0.000001,0.0001,1,1,1,0.0001,0.0001,0.0001,7100,1000,370000,1000000,1000000,1000000
USDT,USD,BAND,USDT,USDT-USD,SELL,BID,USDT,USD,BAND-USD,BUY,ASK,USD,BAND,BAND-USDT,SELL,BID,BAND,USDT,25.00000000,24.92045446,,0.0001,0.000001,0.000001,1,1,1,0.0001,0.0001,0.0001,370000,1000,7100,1000000,1000000,1000000
USDT,BARD,USD,USDT,BARD-USDT,BUY,ASK,USDT,BARD,BARD-USD,SELL,BID,BARD,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,24.97160000,,0.01,0.01,0.0001,10,10,1,0.0001,0.0001,0.0001,1000000,1000,370000,1000000,1000000,1000000
USDT,USD,BARD,USDT,USDT-USD,SELL,BID,USDT,USD,BARD-USD,BUY,ASK,USD,BARD,BARD-USDT,SELL,BID,BARD,USDT,25.00000000,24.94131100,,0.0001,0.01,0.01,1,10,10,0.0001,0.0001,0.0001,370000,1000,1000000,1000000,1000000,1000000
USDT,BAT,EUR,USDT,BAT-USDT,BUY,ASK,USDT,BAT,BAT-EUR,SELL,BID,BAT,EUR,USDT-EUR,BUY,ASK,EUR,USDT,25.00000000,24.91430000,,0.000001,0.000001,0.0001,10,10,1,0.0001,0.0001,0.0001,1000000,3000,150000,1000000,1000000,1000000
USDT,EUR,BAT,USDT,USDT-EUR,SELL,BID,USDT,EUR,BAT-EUR,BUY,ASK,EUR,BAT,BAT-USDT,SELL,BID,BAT,USDT,25.00000000,24.98132036,,0.0001,0.000001,0.000001,1,10,10,0.0001,0.0001,0.0001,150000,3000,1000000,1000000,1000000,1000000
USDT,BAT,USD,USDT,BAT-USDT,BUY,ASK,USDT,BAT,BAT-USD,SELL,BID,BAT,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,24.93840000,,0.000001,0.000001,0.0001,10,10,1,0.0001,0.0001,0.0001,1000000,1000,370000,1000000,1000000,1000000
USDT,USD,BAT,USDT,USDT-USD,SELL,BID,USDT,USD,BAT-USD,BUY,ASK,USD,BAT,BAT-USDT,SELL,BID,BAT,USDT,25.00000000,24.93255157,,0.0001,0.000001,0.000001,1,10,10,0.0001,0.0001,0.0001,370000,1000,1000000,1000000,1000000,1000000
USDT,USDC,BCH,USDT,USDC-USDT,BUY,ASK,USDT,USDC,BCH-USDC,BUY,ASK,USDC,BCH,BCH-USDT,SELL,BID,BCH,USDT,25.00000000,24.98509200,,0.000001,0.00001,0.000001,1,0.01,0.01,0.0001,0.1,0.1,1000000,1000000,1000000,1000000,1000000,1000000
USDT,BCH,USDC,USDT,BCH-USDT,BUY,ASK,USDT,BCH,BCH-USDC,SELL,BID,BCH,USDC,USDC-USDT,SELL,BID,USDC,USDT,25.00000000,24.98171827,,0.000001,0.00001,0.000001,0.01,0.01,1,0.1,0.1,0.0001,1000000,1000000,1000000,1000000,1000000,1000000
USDT,BCH,USD,USDT,BCH-USDT,BUY,ASK,USDT,BCH,BCH-USD,SELL,BID,BCH,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,25.00690000,,0.000001,0.000001,0.0001,0.01,0.01,1,0.1,0.1,0.0001,1000000,2200,370000,1000000,1000000,1000000
USDT,USD,BCH,USDT,USDT-USD,SELL,BID,USDT,USD,BCH-USD,BUY,ASK,USD,BCH,BCH-USDT,SELL,BID,BCH,USDT,25.00000000,24.96844320,,0.0001,0.000001,0.000001,1,0.01,0.01,0.0001,0.1,0.1,370000,2200,1000000,1000000,1000000,1000000
USDT,BERA,USD,USDT,BERA-USDT,BUY,ASK,USDT,BERA,BERA-USD,SELL,BID,BERA,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,24.96390000,,0.001,0.001,0.0001,0.1,0.1,1,0.0001,0.0001,0.0001,1000000,1500,370000,1000000,1000000,1000000
USDT,USD,BERA,USDT,USDT-USD,SELL,BID,USDT,USD,BERA-USD,BUY,ASK,USD,BERA,BERA-USDT,SELL,BID,BERA,USDT,25.00000000,24.94673840,,0.0001,0.001,0.001,1,0.1,0.1,0.0001,0.0001,0.0001,370000,1500,1000000,1000000,1000000,1000000
USDT,ETH,BETH,USDT,ETH-USDT,BUY,ASK,USDT,ETH,BETH-ETH,BUY,ASK,ETH,BETH,BETH-USDT,SELL,BID,BETH,USDT,25.00000000,24.99283800,,0.000001,0.000001,0.000001,0.0001,0.001,0.001,0.01,0.0001,0.1,1000000,1000000,1000000,1000000,1000000,1000000
USDT,BETH,ETH,USDT,BETH-USDT,BUY,ASK,USDT,BETH,BETH-ETH,SELL,BID,BETH,ETH,ETH-USDT,SELL,BID,ETH,USDT,25.00000000,24.99411600,,0.000001,0.000001,0.000001,0.001,0.001,0.0001,0.1,0.0001,0.01,1000000,1000000,1000000,1000000,1000000,1000000
USDT,BICO,USD,USDT,BICO-USDT,BUY,ASK,USDT,BICO,BICO-USD,SELL,BID,BICO,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,24.94360000,,0.000001,0.000001,0.0001,10,10,1,0.00001,0.00001,0.0001,1000000,1000,370000,1000000,1000000,1000000
USDT,USD,BICO,USDT,USDT-USD,SELL,BID,USDT,USD,BICO-USD,BUY,ASK,USD,BICO,BICO-USDT,SELL,BID,BICO,USDT,25.00000000,24.92058328,,0.0001,0.000001,0.000001,1,10,10,0.0001,0.00001,0.00001,370000,1000,1000000,1000000,1000000,1000000
USDT,BIGTIME,USD,USDT,BIGTIME-USDT,BUY,ASK,USDT,BIGTIME,BIGTIME-USD,SELL,BID,BIGTIME,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,24.95630000,,0.01,0.01,0.0001,10,10,1,0.00001,0.00001,0.0001,1000000,1400,370000,1000000,1000000,1000000
USDT,USD,BIGTIME,USDT,USDT-USD,SELL,BID,USDT,USD,BIGTIME-USD,BUY,ASK,USD,BIGTIME,BIGTIME-USDT,SELL,BID,BIGTIME,USDT,25.00000000,24.93901750,,0.0001,0.01,0.01,1,10,10,0.0001,0.00001,0.00001,370000,1400,1000000,1000000,1000000,1000000
USDT,BIO,USD,USDT,BIO-USDT,BUY,ASK,USDT,BIO,BIO-USD,SELL,BID,BIO,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,24.96050000,,0.001,0.001,0.0001,10,10,1,0.00001,0.00001,0.0001,1000000,1600,370000,1000000,1000000,1000000
USDT,USD,BIO,USDT,USDT-USD,SELL,BID,USDT,USD,BIO-USD,BUY,ASK,USD,BIO,BIO-USDT,SELL,BID,BIO,USDT,25.00000000,24.95484680,,0.0001,0.001,0.001,1,10,10,0.0001,0.00001,0.00001,370000,1600,1000000,1000000,1000000,1000000
USDT,BLUR,USD,USDT,BLUR-USDT,BUY,ASK,USDT,BLUR,BLUR-USD,SELL,BID,BLUR,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,24.93720000,,0.0001,0.0001,0.0001,10,10,1,0.00001,0.00001,0.0001,1000000,1800,370000,1000000,1000000,1000000
USDT,USD,BLUR,USDT,USDT-USD,SELL,BID,USDT,USD,BLUR-USD,BUY,ASK,USD,BLUR,BLUR-USDT,SELL,BID,BLUR,USDT,25.00000000,24.91994883,,0.0001,0.0001,0.0001,1,10,10,0.0001,0.00001,0.00001,370000,1800,1000000,1000000,1000000,1000000
USDT,USDC,BNB,USDT,USDC-USDT,BUY,ASK,USDT,USDC,BNB-USDC,BUY,ASK,USDC,BNB,BNB-USDT,SELL,BID,BNB,USDT,25.00000000,24.98582760,,0.000001,0.000001,0.000001,1,0.001,0.001,0.0001,0.1,0.1,1000000,1000000,1000000,1000000,1000000,1000000
USDT,BNB,USDC,USDT,BNB-USDT,BUY,ASK,USDT,BNB,BNB-USDC,SELL,BID,BNB,USDC,USDC-USDT,SELL,BID,USDC,USDT,25.00000000,25.00438807,,0.000001,0.000001,0.000001,0.001,0.001,1,0.1,0.1,0.0001,1000000,1000000,1000000,1000000,1000000,1000000
USDT,BNB,EUR,USDT,BNB-USDT,BUY,ASK,USDT,BNB,BNB-EUR,SELL,BID,BNB,EUR,USDT-EUR,BUY,ASK,EUR,USDT,25.00000000,24.94770000,,0.000001,0.000001,0.0001,0.001,0.001,1,0.1,0.1,0.0001,1000000,1000000,150000,1000000,1000000,1000000
USDT,EUR,BNB,USDT,USDT-EUR,SELL,BID,USDT,EUR,BNB-EUR,BUY,ASK,EUR,BNB,BNB-USDT,SELL,BID,BNB,USDT,25.00000000,24.98752940,,0.0001,0.000001,0.000001,1,0.001,0.001,0.0001,0.1,0.1,150000,1000000,1000000,1000000,1000000,1000000
USDT,BNB,USD,USDT,BNB-USDT,BUY,ASK,USDT,BNB,BNB-USD,SELL,BID,BNB,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,24.98380000,,0.000001,0.000001,0.0001,0.001,0.001,1,0.1,0.1,0.0001,1000000,2200,370000,1000000,1000000,1000000
USDT,USD,BNB,USDT,USDT-USD,SELL,BID,USDT,USD,BNB-USD,BUY,ASK,USD,BNB,BNB-USDT,SELL,BID,BNB,USDT,25.00000000,24.96200240,,0.0001,0.000001,0.000001,1,0.001,0.001,0.0001,0.1,0.1,370000,2200,1000000,1000000,1000000,1000000
USDT,BNT,USD,USDT,BNT-USDT,BUY,ASK,USDT,BNT,BNT-USD,SELL,BID,BNT,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,24.88460000,,0.000001,0.000001,0.0001,10,10,1,0.0001,0.0001,0.0001,1000000,1000,370000,1000000,1000000,1000000
USDT,USD,BNT,USDT,USDT-USD,SELL,BID,USDT,USD,BNT-USD,BUY,ASK,USD,BNT,BNT-USDT,SELL,BID,BNT,USDT,25.00000000,24.87373866,,0.0001,0.000001,0.000001,1,10,10,0.0001,0.0001,0.0001,370000,1000,1000000,1000000,1000000,1000000
USDT,BOME,USD,USDT,BOME-USDT,BUY,ASK,USDT,BOME,BOME-USD,SELL,BID,BOME,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,24.96040000,,1,1,0.0001,1000,1000,1,0.0000001,0.0000001,0.0001,1000000,1500,370000,1000000,1000000,1000000
USDT,USD,BOME,USDT,USDT-USD,SELL,BID,USDT,USD,BOME-USD,BUY,ASK,USD,BOME,BOME-USDT,SELL,BID,BOME,USDT,25.00000000,24.94343000,,0.0001,1,1,1,1000,1000,0.0001,0.0000001,0.0000001,370000,1500,1000000,1000000,1000000,1000000
USDT,USDC,BTC,USDT,USDC-USDT,BUY,ASK,USDT,USDC,BTC-USDC,BUY,ASK,USDC,BTC,BTC-USDT,SELL,BID,BTC,USDT,25.00000000,24.99518769,,0.000001,0.00000001,0.00000001,1,0.0001,0.00001,0.0001,0.1,0.1,1000000,1000000,1000000,1000000,1000000,1000000
USDT,BTC,USDC,USDT,BTC-USDT,BUY,ASK,USDT,BTC,BTC-USDC,SELL,BID,BTC,USDC,USDC-USDT,SELL,BID,USDC,USDT,25.00000000,25.00136416,,0.00000001,0.00000001,0.000001,0.00001,0.0001,1,0.1,0.1,0.0001,1000000,1000000,1000000,1000000,1000000,1000000
USDT,BTC,AED,USDT,BTC-USDT,BUY,ASK,USDT,BTC,BTC-AED,SELL,BID,BTC,AED,USDT-AED,BUY,ASK,AED,USDT,25.00000000,24.97960000,,0.00000001,0.000000001,0.0001,0.00001,0.000001,0.1,0.1,1,0.001,1000000,61000,840000,1000000,1000000,1000000
USDT,AED,BTC,USDT,USDT-AED,SELL,BID,USDT,AED,BTC-AED,BUY,ASK,AED,BTC,BTC-USDT,SELL,BID,BTC,USDT,25.00000000,24.98020204,,0.0001,0.000000001,0.00000001,0.1,0.000001,0.00001,0.001,1,0.1,840000,61000,1000000,1000000,1000000,1000000
USDT,BTC,AUD,USDT,BTC-USDT,BUY,ASK,USDT,BTC,BTC-AUD,SELL,BID,BTC,AUD,USDT-AUD,BUY,ASK,AUD,USDT,25.00000000,24.95800000,,0.00000001,0.0000001,0.0001,0.00001,0.0001,0.1,0.1,0.1,0.0001,1000000,23000,67000,1000000,1000000,1000000
USDT,AUD,BTC,USDT,USDT-AUD,SELL,BID,USDT,AUD,BTC-AUD,BUY,ASK,AUD,BTC,BTC-USDT,SELL,BID,BTC,USDT,25.00000000,24.97314997,,0.0001,0.0000001,0.00000001,0.1,0.0001,0.00001,0.0001,0.1,0.1,67000,23000,1000000,1000000,1000000,1000000
USDT,BTC,BRL,USDT,BTC-USDT,BUY,ASK,USDT,BTC,BTC-BRL,SELL,BID,BTC,BRL,USDT-BRL,BUY,ASK,BRL,USDT,25.00000000,24.96828000,,0.00000001,0.00000001,0.00001,0.00001,0.0001,1,0.1,1,0.001,1000000,38000,76000,1000000,1000000,1000000
USDT,BRL,BTC,USDT,USDT-BRL,SELL,BID,USDT,BRL,BTC-BRL,BUY,ASK,BRL,BTC,BTC-USDT,SELL,BID,BTC,USDT,25.00000000,24.93700810,,0.00001,0.00000001,0.00000001,1,0.0001,0.00001,0.001,1,0.1,76000,38000,1000000,1000000,1000000,1000000
USDT,BTC,EUR,USDT,BTC-USDT,BUY,ASK,USDT,BTC,BTC-EUR,SELL,BID,BTC,EUR,USDT-EUR,BUY,ASK,EUR,USDT,25.00000000,24.96740000,,0.00000001,0.00000001,0.0001,0.00001,0.0001,1,0.1,0.1,0.0001,1000000,400000,150000,1000000,1000000,1000000
USDT,EUR,BTC,USDT,USDT-EUR,SELL,BID,USDT,EUR,BTC-EUR,BUY,ASK,EUR,BTC,BTC-USDT,SELL,BID,BTC,USDT,25.00000000,24.99078015,,0.0001,0.00000001,0.00000001,1,0.0001,0.00001,0.0001,0.1,0.1,150000,400000,1000000,1000000,1000000,1000000
USDT,BTC,TRY,USDT,BTC-USDT,BUY,ASK,USDT,BTC,BTC-TRY,SELL,BID,BTC,TRY,USDT-TRY,BUY,ASK,TRY,USDT,25.00000000,25.01450000,,0.00000001,0.000000001,0.0001,0.00001,0.0001,1,0.1,1,0.01,1000000,13000,330000,1000000,1000000,1000000
USDT,TRY,BTC,USDT,USDT-TRY,SELL,BID,USDT,TRY,BTC-TRY,BUY,ASK,TRY,BTC,BTC-USDT,SELL,BID,BTC,USDT,25.00000000,24.97843902,,0.0001,0.000000001,0.00000001,1,0.0001,0.00001,0.01,1,0.1,330000,13000,1000000,1000000,1000000,1000000
USDT,BTC,USD,USDT,BTC-USDT,BUY,ASK,USDT,BTC,BTC-USD,SELL,BID,BTC,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,24.99790000,,0.00000001,0.00000001,0.0001,0.00001,0.0001,1,0.1,0.1,0.0001,1000000,120000,370000,1000000,1000000,1000000
USDT,USD,BTC,USDT,USDT-USD,SELL,BID,USDT,USD,BTC-USD,BUY,ASK,USD,BTC,BTC-USDT,SELL,BID,BTC,USDT,25.00000000,24.99871373,,0.0001,0.00000001,0.00000001,1,0.0001,0.00001,0.0001,0.1,0.1,370000,120000,1000000,1000000,1000000,1000000
USDT,CATI,USD,USDT,CATI-USDT,BUY,ASK,USDT,CATI,CATI-USD,SELL,BID,CATI,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,24.97040000,,0.01,0.01,0.0001,10,10,1,0.00001,0.00001,0.0001,21000,1000,370000,1000000,1000000,1000000
USDT,USD,CATI,USDT,USDT-USD,SELL,BID,USDT,USD,CATI-USD,BUY,ASK,USD,CATI,CATI-USDT,SELL,BID,CATI,USDT,25.00000000,24.91977860,,0.0001,0.01,0.01,1,10,10,0.0001,0.00001,0.00001,370000,1000,21000,1000000,1000000,1000000
USDT,CELO,USD,USDT,CELO-USDT,BUY,ASK,USDT,CELO,CELO-USD,SELL,BID,CELO,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,24.92850000,,0.000001,0.000001,0.0001,10,10,1,0.0001,0.0001,0.0001,1000000,1200,370000,1000000,1000000,1000000
USDT,USD,CELO,USDT,USDT-USD,SELL,BID,USDT,USD,CELO-USD,BUY,ASK,USD,CELO,CELO-USDT,SELL,BID,CELO,USDT,25.00000000,24.91122919,,0.0001,0.000001,0.000001,1,10,10,0.0001,0.0001,0.0001,370000,1200,1000000,1000000,1000000,1000000
USDT,CELR,USD,USDT,CELR-USDT,BUY,ASK,USDT,CELR,CELR-USD,SELL,BID,CELR,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,24.66600000,,0.000001,0.000001,0.0001,100,100,1,0.000001,0.000001,0.0001,1000,1000,370000,1000000,999999,1000000
USDT,USD,CELR,USDT,USDT-USD,SELL,BID,USDT,USD,CELR-USD,BUY,ASK,USD,CELR,CELR-USDT,SELL,BID,CELR,USDT,25.00000000,24.60920000,,0.0001,0.000001,0.000001,1,100,100,0.0001,0.000001,0.000001,370000,1000,1000,1000000,999999,1000000
USDT,CETUS,USD,USDT,CETUS-USDT,BUY,ASK,USDT,CETUS,CETUS-USD,SELL,BID,CETUS,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,24.92420000,,0.0001,0.0001,0.0001,10,10,1,0.00001,0.00001,0.0001,1000000,1500,370000,1000000,1000000,1000000
USDT,USD,CETUS,USDT,USDT-USD,SELL,BID,USDT,USD,CETUS-USD,BUY,ASK,USD,CETUS,CETUS-USDT,SELL,BID,CETUS,USDT,25.00000000,24.94843325,,0.0001,0.0001,0.0001,1,10,10,0.0001,0.00001,0.00001,370000,1500,1000000,1000000,1000000,1000000
USDT,CFG,USD,USDT,CFG-USDT,BUY,ASK,USDT,CFG,CFG-USD,SELL,BID,CFG,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,24.77100000,,0.000001,0.000001,0.0001,10,10,1,0.0001,0.0001,0.0001,1500,1000,370000,1000000,1000000,1000000
USDT,USD,CFG,USDT,USDT-USD,SELL,BID,USDT,USD,CFG-USD,BUY,ASK,USD,CFG,CFG-USDT,SELL,BID,CFG,USDT,25.00000000,24.85258432,,0.0001,0.000001,0.000001,1,10,10,0.0001,0.0001,0.0001,370000,1000,1500,1000000,1000000,1000000
USDT,CFX,USD,USDT,CFX-USDT,BUY,ASK,USDT,CFX,CFX-USD,SELL,BID,CFX,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,24.96520000,,0.000001,0.000001,0.0001,10,10,1,0.00001,0.00001,0.0001,1000000,1700,370000,1000000,1000000,1000000
USDT,USD,CFX,USDT,USDT-USD,SELL,BID,USDT,USD,CFX-USD,BUY,ASK,USD,CFX,CFX-USDT,SELL,BID,CFX,USDT,25.00000000,24.95137005,,0.0001,0.000001,0.000001,1,10,10,0.0001,0.00001,0.00001,370000,1700,1000000,1000000,1000000,1000000
USDT,CHZ,EUR,USDT,CHZ-USDT,BUY,ASK,USDT,CHZ,CHZ-EUR,SELL,BID,CHZ,EUR,USDT-EUR,BUY,ASK,EUR,USDT,25.00000000,24.93110000,,0.000001,0.001,0.0001,10,10,1,0.00001,0.00001,0.0001,1000000,3000,150000,1000000,1000000,1000000
USDT,EUR,CHZ,USDT,USDT-EUR,SELL,BID,USDT,EUR,CHZ-EUR,BUY,ASK,EUR,CHZ,CHZ-USDT,SELL,BID,CHZ,USDT,25.00000000,24.93706880,,0.0001,0.001,0.000001,1,10,10,0.0001,0.00001,0.00001,150000,3000,1000000,1000000,1000000,1000000
USDT,CHZ,USD,USDT,CHZ-USDT,BUY,ASK,USDT,CHZ,CHZ-USD,SELL,BID,CHZ,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,24.96150000,,0.000001,0.000001,0.0001,10,10,1,0.00001,0.00001,0.0001,1000000,5400,370000,1000000,1000000,1000000
USDT,USD,CHZ,USDT,USDT-USD,SELL,BID,USDT,USD,CHZ-USD,BUY,ASK,USD,CHZ,CHZ-USDT,SELL,BID,CHZ,USDT,25.00000000,24.98343920,,0.0001,0.000001,0.000001,1,10,10,0.0001,0.00001,0.00001,370000,5400,1000000,1000000,1000000,1000000
USDT,CITY,USD,USDT,CITY-USDT,BUY,ASK,USDT,CITY,CITY-USD,SELL,BID,CITY,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,24.90830000,,0.0001,0.0001,0.0001,1,1,1,0.0001,0.0001,0.0001,1500,1000,370000,1000000,1000000,1000000
USDT,USD,CITY,USDT,USDT-USD,SELL,BID,USDT,USD,CITY-USD,BUY,ASK,USD,CITY,CITY-USDT,SELL,BID,CITY,USDT,25.00000000,24.83799916,,0.0001,0.0001,0.0001,1,1,1,0.0001,0.0001,0.0001,370000,1000,1500,1000000,1000000,1000000
USDT,COMP,EUR,USDT,COMP-USDT,BUY,ASK,USDT,COMP,COMP-EUR,SELL,BID,COMP,EUR,USDT-EUR,BUY,ASK,EUR,USDT,25.00000000,24.92990000,,0.000001,0.000001,0.0001,0.1,0.1,1,0.01,0.01,0.0001,1000000,4000,150000,1000000,1000000,1000000
USDT,EUR,COMP,USDT,USDT-EUR,SELL,BID,USDT,EUR,COMP-EUR,BUY,ASK,EUR,COMP,COMP-USDT,SELL,BID,COMP,USDT,25.00000000,24.97153460,,0.0001,0.000001,0.000001,1,0.1,0.1,0.0001,0.01,0.01,150000,4000,1000000,1000000,1000000,1000000
USDT,COMP,USD,USDT,COMP-USDT,BUY,ASK,USDT,COMP,COMP-USD,SELL,BID,COMP,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,24.95670000,,0.000001,0.000001,0.0001,0.1,0.1,1,0.01,0.01,0.0001,1000000,1400,370000,1000000,1000000,1000000
USDT,USD,COMP,USDT,USDT-USD,SELL,BID,USDT,USD,COMP-USD,BUY,ASK,USD,COMP,COMP-USDT,SELL,BID,COMP,USDT,25.00000000,24.94949750,,0.0001,0.000001,0.000001,1,0.1,0.1,0.0001,0.01,0.01,370000,1400,1000000,1000000,1000000,1000000
USDT,CORE,USD,USDT,CORE-USDT,BUY,ASK,USDT,CORE,CORE-USD,SELL,BID,CORE,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,24.96890000,,0.01,0.01,0.0001,1,1,1,0.0001,0.0001,0.0001,1000000,1500,370000,1000000,1000000,1000000
USDT,USD,CORE,USDT,USDT-USD,SELL,BID,USDT,USD,CORE-USD,BUY,ASK,USD,CORE,CORE-USDT,SELL,BID,CORE,USDT,25.00000000,24.91225600,,0.0001,0.01,0.01,1,1,1,0.0001,0.0001,0.0001,370000,1500,1000000,1000000,1000000,1000000
USDT,CRO,EUR,USDT,CRO-USDT,BUY,ASK,USDT,CRO,CRO-EUR,SELL,BID,CRO,EUR,USDT-EUR,BUY,ASK,EUR,USDT,25.00000000,24.93340000,,0.000001,0.001,0.0001,10,10,1,0.00001,0.00001,0.0001,1000000,4000,150000,1000000,1000000,1000000
USDT,EUR,CRO,USDT,USDT-EUR,SELL,BID,USDT,EUR,CRO-EUR,BUY,ASK,EUR,CRO,CRO-USDT,SELL,BID,CRO,USDT,25.00000000,24.97207580,,0.0001,0.001,0.000001,1,10,10,0.0001,0.00001,0.00001,150000,4000,1000000,1000000,1000000,1000000
USDT,CRO,USD,USDT,CRO-USDT,BUY,ASK,USDT,CRO,CRO-USD,SELL,BID,CRO,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,24.98680000,,0.000001,0.000001,0.0001,10,10,1,0.00001,0.00001,0.0001,1000000,4800,370000,1000000,1000000,1000000
USDT,USD,CRO,USDT,USDT-USD,SELL,BID,USDT,USD,CRO-USD,BUY,ASK,USD,CRO,CRO-USDT,SELL,BID,CRO,USDT,25.00000000,24.97969159,,0.0001,0.000001,0.000001,1,10,10,0.0001,0.00001,0.00001,370000,4800,1000000,1000000,1000000,1000000
USDT,CRV,EUR,USDT,CRV-USDT,BUY,ASK,USDT,CRV,CRV-EUR,SELL,BID,CRV,EUR,USDT-EUR,BUY,ASK,EUR,USDT,25.00000000,24.93550000,,0.000001,0.000001,0.0001,1,1,1,0.0001,0.0001,0.0001,1000000,4000,150000,1000000,1000000,1000000
USDT,EUR,CRV,USDT,USDT-EUR,SELL,BID,USDT,EUR,CRV-EUR,BUY,ASK,EUR,CRV,CRV-USDT,SELL,BID,CRV,USDT,25.00000000,24.97594120,,0.0001,0.000001,0.000001,1,1,1,0.0001,0.0001,0.0001,150000,4000,1000000,1000000,1000000,1000000
USDT,CRV,USD,USDT,CRV-USDT,BUY,ASK,USDT,CRV,CRV-USD,SELL,BID,CRV,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,24.98610000,,0.000001,0.000001,0.0001,1,1,1,0.0001,0.0001,0.0001,1000000,6600,370000,1000000,1000000,1000000
USDT,USD,CRV,USDT,USDT-USD,SELL,BID,USDT,USD,CRV-USD,BUY,ASK,USD,CRV,CRV-USDT,SELL,BID,CRV,USDT,25.00000000,24.98999995,,0.0001,0.000001,0.000001,1,1,1,0.0001,0.0001,0.0001,370000,6600,1000000,1000000,1000000,1000000
USDT,CSPR,USD,USDT,CSPR-USDT,BUY,ASK,USDT,CSPR,CSPR-USD,SELL,BID,CSPR,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,24.78080000,,0.000001,0.000001,0.0001,100,100,1,0.000001,0.000001,0.0001,7400,1000,370000,1000000,999999,1000000
